Order_ID,Customer_ID,Order_Date,Order_Timestamp,Order_Status,Channel,Category,Subcategory,Items_Count,Order_Subtotal,Discount_Amount,Discount_Pct,Shipping_Cost,Tax_Amount,Order_Total,Payment_Method,Device_Type,Coupon_Code,Currency
ORD-100034,CUST-001000,2025-12-06,2025-12-06 14:22:00,Completed,Mobile App,Electronics,Sub_A,4,90.88,18.18,20,0.0,5.82,78.52,PayPal,Desktop,WELCOME,USD
ORD-100035,CUST-001000,2025-12-06,2025-12-06 14:17:00,Completed,Online,Clothing,Sub_A,2,73.11,0.0,0,0.0,5.85,78.96,Credit Card,Desktop,,USD
ORD-100036,CUST-001000,2026-01-08,2026-01-08 19:17:00,Completed,Mobile App,Clothing,Sub_E,4,106.09,0.0,0,0.0,8.49,114.58,Credit Card,Desktop,,USD
ORD-100037,CUST-001000,2026-01-19,2026-01-19 07:07:00,Completed,Online,Clothing,Sub_A,2,103.79,0.0,0,0.0,8.3,112.09,Google Pay,Tablet,,USD
ORD-100038,CUST-001000,2026-04-18,2026-04-18 22:45:00,Completed,Online,Clothing,Sub_D,3,79.84,0.0,0,0.0,6.39,86.23,Credit Card,Desktop,,USD
ORD-100039,CUST-001001,2023-12-16,2023-12-16 23:19:00,Pending,Mobile App,Electronics,Sub_B,1,27.37,0.0,0,8.1,2.19,37.66,PayPal,Tablet,,USD
ORD-100040,CUST-001001,2024-01-10,2024-01-10 00:42:00,Completed,Online,Home & Garden,Sub_D,2,55.89,0.0,0,0.0,4.47,60.36,Apple Pay,Mobile,,USD
ORD-100041,CUST-001001,2024-01-22,2024-01-22 19:22:00,Completed,Online,Home & Garden,Sub_E,1,28.57,0.0,0,9.26,2.29,40.12,Credit Card,Desktop,,USD
ORD-100042,CUST-001001,2024-08-16,2024-08-16 07:33:00,Completed,Online,Home & Garden,Sub_B,4,76.57,0.0,0,0.0,6.13,82.7,Credit Card,Mobile,,USD
ORD-100043,CUST-001001,2024-11-30,2024-11-30 15:47:00,Completed,Phone,Home & Garden,Sub_E,1,59.52,0.0,0,0.0,4.76,64.28,Credit Card,Tablet,,USD
ORD-100044,CUST-001001,2025-01-11,2025-01-11 22:21:00,Completed,Online,Home & Garden,Sub_E,3,50.12,0.0,0,0.0,4.01,54.13,Debit Card,Desktop,,USD
ORD-100045,CUST-001001,2025-08-31,2025-08-31 21:09:00,Completed,Online,Home & Garden,Sub_D,1,41.78,4.18,10,9.27,3.01,49.88,Apple Pay,Desktop,SAVE10,USD
ORD-100046,CUST-001002,2025-03-23,2025-03-23 08:56:00,Cancelled,Mobile App,Books,Sub_E,1,77.92,0.0,0,0.0,6.23,84.15,PayPal,Mobile,,USD
ORD-100047,CUST-001002,2026-05-22,2026-05-22 10:25:00,Refunded,Online,Books,Sub_D,2,80.2,4.01,5,0.0,6.1,82.29,Debit Card,Tablet,FLASH20,USD
ORD-100048,CUST-001003,2024-05-22,2024-05-22 09:04:00,Completed,Online,Electronics,Sub_A,1,39.26,0.0,0,6.51,3.14,48.91,Debit Card,Desktop,,USD
ORD-100049,CUST-001003,2024-11-25,2024-11-25 11:42:00,Completed,Mobile App,Electronics,Sub_A,1,37.37,0.0,0,5.02,2.99,45.38,Credit Card,Mobile,,USD
ORD-100050,CUST-001003,2025-01-05,2025-01-05 04:05:00,Pending,Online,Electronics,Sub_C,1,25.76,0.0,0,8.83,2.06,36.65,PayPal,Mobile,,USD
ORD-100051,CUST-001003,2025-03-14,2025-03-14 11:15:00,Cancelled,Online,Electronics,Sub_D,1,43.62,0.0,0,7.36,3.49,54.47,PayPal,Tablet,,USD
ORD-100052,CUST-001003,2025-03-31,2025-03-31 18:27:00,Cancelled,Mobile App,Electronics,Sub_C,1,41.79,0.0,0,6.54,3.34,51.67,Apple Pay,Desktop,,USD
ORD-100053,CUST-001003,2025-05-03,2025-05-03 09:05:00,Completed,Online,Health & Beauty,Sub_E,1,32.9,0.0,0,5.99,2.63,41.52,Credit Card,Desktop,,USD
ORD-100054,CUST-001003,2025-05-19,2025-05-19 16:28:00,Pending,In-Store,Home & Garden,Sub_C,1,26.64,0.0,0,5.47,2.13,34.24,Credit Card,Mobile,,USD
ORD-100055,CUST-001003,2025-07-27,2025-07-27 14:01:00,Completed,In-Store,Electronics,Sub_A,1,39.71,0.0,0,9.8,3.18,52.69,PayPal,Desktop,,USD
ORD-100056,CUST-001003,2025-09-20,2025-09-20 16:23:00,Completed,Online,Sports,Sub_E,1,42.41,0.0,0,6.2,3.39,52.0,Credit Card,Tablet,,USD
ORD-100057,CUST-001003,2025-12-10,2025-12-10 00:29:00,Completed,Online,Electronics,Sub_D,1,33.6,0.0,0,7.0,2.69,43.29,Credit Card,Tablet,,USD
ORD-100058,CUST-001003,2026-04-21,2026-04-21 18:30:00,Pending,Mobile App,Clothing,Sub_C,1,16.07,0.0,0,9.1,1.29,26.46,Credit Card,Desktop,,USD
ORD-100059,CUST-001003,2026-05-16,2026-05-16 16:09:00,Completed,Online,Clothing,Sub_D,1,26.79,0.0,0,8.5,2.14,37.43,Credit Card,Mobile,,USD
ORD-100060,CUST-001004,2021-11-25,2021-11-25 08:52:00,Refunded,Online,Food & Beverage,Sub_D,3,84.5,16.9,20,0.0,5.41,73.01,PayPal,Mobile,WELCOME,USD
ORD-100061,CUST-001004,2022-02-04,2022-02-04 05:32:00,Pending,Phone,Home & Garden,Sub_E,2,109.16,0.0,0,0.0,8.73,117.89,Credit Card,Mobile,,USD
ORD-100062,CUST-001004,2022-04-06,2022-04-06 11:42:00,Completed,Phone,Home & Garden,Sub_D,5,96.73,0.0,0,0.0,7.74,104.47,Credit Card,Tablet,,USD
ORD-100063,CUST-001004,2022-06-27,2022-06-27 14:07:00,Refunded,Online,Home & Garden,Sub_D,3,133.9,0.0,0,0.0,10.71,144.61,Debit Card,Tablet,,USD
ORD-100064,CUST-001004,2022-06-30,2022-06-30 01:58:00,Completed,Mobile App,Home & Garden,Sub_B,1,89.63,0.0,0,0.0,7.17,96.8,Credit Card,Desktop,,USD
ORD-100065,CUST-001004,2022-09-15,2022-09-15 16:13:00,Completed,Phone,Home & Garden,Sub_E,2,120.61,0.0,0,0.0,9.65,130.26,PayPal,Desktop,,USD
ORD-100066,CUST-001004,2022-12-01,2022-12-01 10:29:00,Pending,Mobile App,Home & Garden,Sub_B,2,65.95,0.0,0,0.0,5.28,71.23,PayPal,Desktop,,USD
ORD-100067,CUST-001004,2023-07-29,2023-07-29 20:30:00,Completed,Online,Home & Garden,Sub_D,4,125.35,0.0,0,0.0,10.03,135.38,Credit Card,Mobile,,USD
ORD-100068,CUST-001004,2024-02-06,2024-02-06 08:08:00,Pending,Mobile App,Home & Garden,Sub_C,2,79.29,0.0,0,0.0,6.34,85.63,PayPal,Mobile,,USD
ORD-100069,CUST-001004,2024-03-01,2024-03-01 23:10:00,Completed,Phone,Home & Garden,Sub_A,2,115.61,0.0,0,0.0,9.25,124.86,PayPal,Desktop,,USD
ORD-100070,CUST-001004,2024-08-21,2024-08-21 03:57:00,Completed,Mobile App,Home & Garden,Sub_D,4,110.32,0.0,0,0.0,8.83,119.15,Credit Card,Mobile,,USD
ORD-100071,CUST-001004,2024-08-29,2024-08-29 14:48:00,Completed,Online,Sports,Sub_E,2,83.94,0.0,0,0.0,6.72,90.66,Google Pay,Desktop,,USD
ORD-100072,CUST-001004,2024-09-17,2024-09-17 20:36:00,Completed,Mobile App,Home & Garden,Sub_B,2,48.17,0.0,0,5.66,3.85,57.68,Credit Card,Tablet,,USD
ORD-100073,CUST-001004,2025-01-27,2025-01-27 13:52:00,Completed,Online,Home & Garden,Sub_B,4,109.48,0.0,0,0.0,8.76,118.24,Credit Card,Desktop,,USD
ORD-100074,CUST-001004,2025-06-21,2025-06-21 00:23:00,Completed,Online,Home & Garden,Sub_E,3,71.22,0.0,0,0.0,5.7,76.92,Credit Card,Mobile,,USD
ORD-100075,CUST-001004,2025-10-23,2025-10-23 20:33:00,Completed,Mobile App,Home & Garden,Sub_B,1,52.76,0.0,0,0.0,4.22,56.98,Credit Card,Desktop,,USD
ORD-100076,CUST-001004,2025-11-17,2025-11-17 17:54:00,Completed,Mobile App,Health & Beauty,Sub_A,4,111.25,0.0,0,0.0,8.9,120.15,Debit Card,Mobile,,USD
ORD-100077,CUST-001004,2026-05-12,2026-05-12 09:06:00,Completed,Online,Home & Garden,Sub_D,3,128.77,25.75,20,0.0,8.24,111.26,Credit Card,Desktop,FALL15,USD
ORD-100078,CUST-001005,2021-09-07,2021-09-07 18:30:00,Completed,Social Media,Health & Beauty,Sub_A,2,89.78,0.0,0,0.0,7.18,96.96,PayPal,Desktop,,USD
ORD-100079,CUST-001005,2022-04-25,2022-04-25 17:52:00,Pending,Online,Health & Beauty,Sub_C,1,88.16,0.0,0,0.0,7.05,95.21,Credit Card,Mobile,,USD
ORD-100080,CUST-001005,2022-09-13,2022-09-13 11:04:00,Completed,Phone,Electronics,Sub_E,5,132.68,0.0,0,0.0,10.61,143.29,Credit Card,Tablet,,USD
ORD-100081,CUST-001005,2022-12-02,2022-12-02 03:02:00,Completed,In-Store,Health & Beauty,Sub_E,5,159.56,0.0,0,0.0,12.76,172.32,PayPal,Mobile,,USD
ORD-100082,CUST-001005,2022-12-05,2022-12-05 07:01:00,Completed,Mobile App,Health & Beauty,Sub_A,2,89.35,0.0,0,0.0,7.15,96.5,PayPal,Mobile,,USD
ORD-100083,CUST-001005,2023-03-30,2023-03-30 23:01:00,Completed,In-Store,Automotive,Sub_D,3,137.16,0.0,0,0.0,10.97,148.13,Debit Card,Tablet,,USD
ORD-100084,CUST-001005,2023-05-24,2023-05-24 04:07:00,Completed,Online,Health & Beauty,Sub_A,4,137.43,0.0,0,0.0,10.99,148.42,Credit Card,Mobile,,USD
ORD-100085,CUST-001005,2023-12-27,2023-12-27 01:15:00,Completed,In-Store,Home & Garden,Sub_A,6,149.28,0.0,0,0.0,11.94,161.22,Credit Card,Mobile,,USD
ORD-100086,CUST-001005,2024-01-24,2024-01-24 18:02:00,Completed,Mobile App,Health & Beauty,Sub_B,1,85.14,0.0,0,0.0,6.81,91.95,Credit Card,Mobile,,USD
ORD-100087,CUST-001005,2024-02-03,2024-02-03 19:41:00,Completed,Online,Health & Beauty,Sub_C,2,51.46,2.57,5,0.0,3.91,52.8,PayPal,Mobile,SUMMER25,USD
ORD-100088,CUST-001005,2025-05-25,2025-05-25 06:31:00,Pending,Online,Health & Beauty,Sub_C,5,91.54,18.31,20,0.0,5.86,79.09,Credit Card,Tablet,FALL15,USD
ORD-100089,CUST-001005,2025-06-06,2025-06-06 07:33:00,Completed,Online,Health & Beauty,Sub_C,2,81.28,0.0,0,0.0,6.5,87.78,Credit Card,Desktop,,USD
ORD-100090,CUST-001005,2026-03-25,2026-03-25 19:31:00,Completed,Mobile App,Health & Beauty,Sub_A,1,91.96,0.0,0,0.0,7.36,99.32,PayPal,Mobile,,USD
ORD-100091,CUST-001006,2022-07-29,2022-07-29 08:10:00,Completed,Online,Food & Beverage,Sub_D,8,339.88,0.0,0,0.0,27.19,367.07,Credit Card,Mobile,,USD
ORD-100092,CUST-001006,2022-08-02,2022-08-02 08:05:00,Completed,Phone,Home & Garden,Sub_E,30,467.59,0.0,0,0.0,37.41,505.0,Google Pay,Desktop,,USD
ORD-100093,CUST-001006,2022-08-10,2022-08-10 20:51:00,Refunded,Phone,Electronics,Sub_A,13,341.04,0.0,0,0.0,27.28,368.32,Debit Card,Tablet,,USD
ORD-100094,CUST-001006,2022-08-16,2022-08-16 00:28:00,Completed,Online,Electronics,Sub_D,14,348.58,52.29,15,0.0,23.7,319.99,PayPal,Desktop,SAVE10,USD
ORD-100095,CUST-001006,2022-08-22,2022-08-22 08:57:00,Refunded,Online,Health & Beauty,Sub_E,14,333.4,0.0,0,0.0,26.67,360.07,PayPal,Desktop,,USD
ORD-100096,CUST-001006,2022-09-25,2022-09-25 04:14:00,Cancelled,Online,Electronics,Sub_B,4,167.81,25.17,15,0.0,11.41,154.05,PayPal,Tablet,SUMMER25,USD
ORD-100097,CUST-001006,2022-12-24,2022-12-24 14:37:00,Completed,Phone,Sports,Sub_A,9,376.57,75.31,20,0.0,24.1,325.36,Credit Card,Mobile,FALL15,USD
ORD-100098,CUST-001006,2023-05-06,2023-05-06 11:34:00,Pending,Mobile App,Electronics,Sub_A,16,397.86,0.0,0,0.0,31.83,429.69,Credit Card,Mobile,,USD
ORD-100099,CUST-001006,2023-05-17,2023-05-17 07:13:00,Completed,Mobile App,Electronics,Sub_E,8,264.73,0.0,0,0.0,21.18,285.91,PayPal,Mobile,,USD
ORD-100100,CUST-001006,2023-06-01,2023-06-01 04:01:00,Completed,Mobile App,Electronics,Sub_E,11,440.42,0.0,0,0.0,35.23,475.65,Credit Card,Desktop,,USD
ORD-100101,CUST-001006,2023-07-10,2023-07-10 09:39:00,Completed,Online,Sports,Sub_B,7,269.49,0.0,0,0.0,21.56,291.05,Credit Card,Desktop,,USD
ORD-100102,CUST-001006,2023-07-21,2023-07-21 10:32:00,Pending,Mobile App,Electronics,Sub_E,6,246.31,0.0,0,0.0,19.7,266.01,Credit Card,Mobile,,USD
ORD-100103,CUST-001006,2023-08-15,2023-08-15 21:46:00,Completed,Online,Sports,Sub_D,14,417.69,0.0,0,0.0,33.42,451.11,Debit Card,Mobile,,USD
ORD-100104,CUST-001006,2023-09-02,2023-09-02 18:32:00,Refunded,Mobile App,Sports,Sub_E,8,395.88,0.0,0,0.0,31.67,427.55,Credit Card,Mobile,,USD
ORD-100105,CUST-001006,2023-09-09,2023-09-09 19:30:00,Cancelled,Phone,Clothing,Sub_E,7,332.28,0.0,0,0.0,26.58,358.86,Apple Pay,Mobile,,USD
ORD-100106,CUST-001006,2023-10-23,2023-10-23 10:15:00,Completed,Online,Electronics,Sub_B,7,256.78,0.0,0,0.0,20.54,277.32,Credit Card,Desktop,,USD
ORD-100107,CUST-001006,2023-12-23,2023-12-23 13:23:00,Completed,Mobile App,Electronics,Sub_C,17,405.33,0.0,0,0.0,32.43,437.76,Credit Card,Mobile,,USD
ORD-100108,CUST-001006,2023-12-28,2023-12-28 07:36:00,Completed,Online,Electronics,Sub_E,5,177.62,17.76,10,0.0,12.79,172.65,BNPL,Desktop,FALL15,USD
ORD-100109,CUST-001006,2023-12-30,2023-12-30 10:20:00,Completed,Phone,Food & Beverage,Sub_A,15,300.21,0.0,0,0.0,24.02,324.23,PayPal,Mobile,,USD
ORD-100110,CUST-001006,2024-03-19,2024-03-19 06:57:00,Completed,Mobile App,Electronics,Sub_D,9,321.21,0.0,0,0.0,25.7,346.91,PayPal,Desktop,,USD
ORD-100111,CUST-001006,2024-03-24,2024-03-24 23:06:00,Completed,Online,Electronics,Sub_A,5,190.18,0.0,0,0.0,15.21,205.39,PayPal,Mobile,,USD
ORD-100112,CUST-001006,2024-07-11,2024-07-11 16:58:00,Completed,Online,Sports,Sub_D,8,153.38,0.0,0,0.0,12.27,165.65,Credit Card,Desktop,,USD
ORD-100113,CUST-001006,2024-07-28,2024-07-28 18:38:00,Refunded,Online,Electronics,Sub_A,7,297.52,14.88,5,0.0,22.61,305.25,Credit Card,Desktop,SAVE10,USD
ORD-100114,CUST-001006,2024-08-26,2024-08-26 23:53:00,Completed,Online,Electronics,Sub_C,10,490.75,0.0,0,0.0,39.26,530.01,Apple Pay,Desktop,,USD
ORD-100115,CUST-001006,2024-08-26,2024-08-26 16:05:00,Completed,Online,Books,Sub_A,10,407.04,0.0,0,0.0,32.56,439.6,Apple Pay,Mobile,,USD
ORD-100116,CUST-001006,2024-10-15,2024-10-15 16:46:00,Refunded,Online,Electronics,Sub_C,10,288.94,0.0,0,0.0,23.12,312.06,PayPal,Desktop,,USD
ORD-100117,CUST-001006,2024-12-01,2024-12-01 16:37:00,Completed,Online,Sports,Sub_D,6,182.83,0.0,0,0.0,14.63,197.46,BNPL,Desktop,,USD
ORD-100118,CUST-001006,2025-01-25,2025-01-25 13:33:00,Completed,Online,Electronics,Sub_E,6,297.14,0.0,0,0.0,23.77,320.91,Debit Card,Desktop,,USD
ORD-100119,CUST-001006,2025-01-25,2025-01-25 14:14:00,Completed,Mobile App,Health & Beauty,Sub_C,12,260.45,39.07,15,0.0,17.71,239.09,Debit Card,Desktop,FLASH20,USD
ORD-100120,CUST-001006,2025-04-27,2025-04-27 17:53:00,Completed,In-Store,Health & Beauty,Sub_B,11,431.45,0.0,0,0.0,34.52,465.97,Credit Card,Desktop,,USD
ORD-100121,CUST-001006,2025-04-28,2025-04-28 00:31:00,Completed,Online,Electronics,Sub_C,14,484.69,0.0,0,0.0,38.78,523.47,BNPL,Desktop,,USD
ORD-100122,CUST-001006,2025-06-05,2025-06-05 14:18:00,Completed,Mobile App,Electronics,Sub_A,11,486.77,0.0,0,0.0,38.94,525.71,Credit Card,Desktop,,USD
ORD-100123,CUST-001006,2025-06-06,2025-06-06 23:42:00,Completed,Mobile App,Electronics,Sub_C,6,299.18,0.0,0,0.0,23.93,323.11,Google Pay,Mobile,,USD
ORD-100124,CUST-001006,2025-06-08,2025-06-08 08:29:00,Cancelled,Mobile App,Health & Beauty,Sub_E,23,407.17,20.36,5,0.0,30.94,417.75,Credit Card,Desktop,WELCOME,USD
ORD-100125,CUST-001006,2025-06-20,2025-06-20 16:20:00,Completed,Social Media,Sports,Sub_E,9,277.93,0.0,0,0.0,22.23,300.16,Apple Pay,Desktop,,USD
ORD-100126,CUST-001006,2025-06-22,2025-06-22 18:24:00,Completed,Online,Electronics,Sub_B,12,448.22,0.0,0,0.0,35.86,484.08,Credit Card,Tablet,,USD
ORD-100127,CUST-001006,2025-07-18,2025-07-18 20:56:00,Completed,Phone,Electronics,Sub_E,5,217.42,0.0,0,0.0,17.39,234.81,Debit Card,Desktop,,USD
ORD-100128,CUST-001006,2025-07-25,2025-07-25 06:45:00,Completed,Mobile App,Home & Garden,Sub_A,23,402.4,0.0,0,0.0,32.19,434.59,Credit Card,Mobile,,USD
ORD-100129,CUST-001006,2025-08-22,2025-08-22 15:33:00,Cancelled,Online,Electronics,Sub_B,6,243.48,0.0,0,0.0,19.48,262.96,Credit Card,Tablet,,USD
ORD-100130,CUST-001006,2025-09-20,2025-09-20 20:25:00,Refunded,Mobile App,Health & Beauty,Sub_C,11,460.49,0.0,0,0.0,36.84,497.33,PayPal,Desktop,,USD
ORD-100131,CUST-001006,2025-10-02,2025-10-02 09:26:00,Completed,In-Store,Electronics,Sub_C,5,249.96,0.0,0,0.0,20.0,269.96,Debit Card,Mobile,,USD
ORD-100132,CUST-001006,2025-10-09,2025-10-09 11:44:00,Completed,In-Store,Electronics,Sub_B,6,293.99,0.0,0,0.0,23.52,317.51,Credit Card,Desktop,,USD
ORD-100133,CUST-001006,2025-10-28,2025-10-28 07:01:00,Completed,Online,Home & Garden,Sub_C,10,333.45,0.0,0,0.0,26.68,360.13,Debit Card,Desktop,,USD
ORD-100134,CUST-001006,2025-11-13,2025-11-13 08:43:00,Completed,Online,Electronics,Sub_D,27,474.92,0.0,0,0.0,37.99,512.91,Credit Card,Tablet,,USD
ORD-100135,CUST-001006,2026-01-15,2026-01-15 10:40:00,Completed,Online,Electronics,Sub_C,6,306.64,0.0,0,0.0,24.53,331.17,PayPal,Desktop,,USD
ORD-100136,CUST-001006,2026-02-10,2026-02-10 03:39:00,Refunded,Online,Electronics,Sub_C,7,243.73,0.0,0,0.0,19.5,263.23,PayPal,Mobile,,USD
ORD-100137,CUST-001006,2026-02-16,2026-02-16 22:21:00,Completed,Mobile App,Electronics,Sub_E,22,357.43,0.0,0,0.0,28.59,386.02,Apple Pay,Desktop,,USD
ORD-100138,CUST-001006,2026-02-22,2026-02-22 17:25:00,Pending,Online,Electronics,Sub_B,4,163.54,0.0,0,0.0,13.08,176.62,Google Pay,Desktop,,USD
ORD-100139,CUST-001006,2026-03-16,2026-03-16 07:00:00,Completed,Mobile App,Electronics,Sub_A,7,207.71,0.0,0,0.0,16.62,224.33,Debit Card,Desktop,,USD
ORD-100140,CUST-001006,2026-03-17,2026-03-17 09:01:00,Completed,Online,Books,Sub_B,7,339.34,0.0,0,0.0,27.15,366.49,Credit Card,Desktop,,USD
ORD-100141,CUST-001006,2026-05-23,2026-05-23 23:56:00,Completed,In-Store,Electronics,Sub_A,15,426.86,0.0,0,0.0,34.15,461.01,Credit Card,Mobile,,USD
ORD-100142,CUST-001007,2022-09-02,2022-09-02 10:27:00,Completed,Mobile App,Food & Beverage,Sub_A,2,88.79,0.0,0,0.0,7.1,95.89,PayPal,Mobile,,USD
ORD-100143,CUST-001007,2024-05-25,2024-05-25 12:18:00,Completed,Online,Food & Beverage,Sub_A,1,69.7,0.0,0,0.0,5.58,75.28,PayPal,Mobile,,USD
ORD-100144,CUST-001007,2024-07-13,2024-07-13 16:15:00,Completed,Social Media,Food & Beverage,Sub_A,2,70.86,0.0,0,0.0,5.67,76.53,Google Pay,Tablet,,USD
ORD-100145,CUST-001007,2025-02-09,2025-02-09 14:14:00,Refunded,Mobile App,Food & Beverage,Sub_A,2,116.75,0.0,0,0.0,9.34,126.09,Debit Card,Tablet,,USD
