Customer_ID,R_days,R_log,F_orders,F_orders_log,M_total_revenue,M_aov,M_revenue_log,M_aov_log,B_orders_per_month,B_lifespan_days,B_avg_items_per_order,B_revenue_per_item,B_avg_discount_pct,B_discount_revenue_ratio,B_refund_rate,B_cancel_rate,B_email_ctr,B_web_visits,B_app_opens,B_total_interactions,B_interaction_rate,B_support_tickets,B_tickets_per_order,B_churn_risk_flag,P_tenure_days,P_tenure_months,P_loyalty_points,P_loyalty_ratio,P_satisfaction,P_is_subscriber,P_marketing_opt_in,R_score,F_score,M_score,RFM_sum,RFM_weighted,RFM_segment,scaled_R_log,scaled_F_orders_log,scaled_M_revenue_log,scaled_M_aov_log,scaled_B_orders_per_month,scaled_B_lifespan_days,scaled_B_avg_items_per_order,scaled_B_revenue_per_item,scaled_B_avg_discount_pct,scaled_B_discount_revenue_ratio,scaled_B_refund_rate,scaled_B_cancel_rate,scaled_B_email_ctr,scaled_B_interaction_rate,scaled_B_tickets_per_order,scaled_P_tenure_days,scaled_P_loyalty_ratio,scaled_P_satisfaction
CUST-001010,72,4.290459441148391,83,4.430816798843313,35547.63,345.1226213592233,10.478656897217359,5.846793109265918,5.649,240,10.1,34.18041346153846,2.087378640776699,0.0191,0.0776699029126213,0.0679611650485436,0.5417,26,25,192,0.351005,23,0.2233,0,547,18.2,5868,0.1651,9.0,0,1,2,5,5,12,4.1,At-Risk,0.2755089592015583,1.2924812503605778,1.443976961090038,1.8660334483016425,3.4542511237019298,-0.5430316490838423,3.841836734693877,-0.35270136911727007,0.38303748579881186,0.3953823953823953,0.07681599767393132,-0.043303702705169284,-0.08575953222073335,2.958147339172633,-0.10824236878227333,-0.43354694901086654,0.9760945474080043,0.6666666666666666
CUST-001011,497,6.210600077024653,4,1.6094379124341003,341.66,56.94333333333333,5.836738701904826,4.059465521465339,0.1442,822,2.33,24.404285714285717,2.5,0.033,0.1666666666666666,0.1666666666666666,0.0,1,1,3,0.002404,0,0.0,1,1248,41.6,14,0.041,2.0,1,1,1,1,1,3,1.0,Churned,1.6025636585459522,-0.7427134135851211,-0.5991840974214973,-0.715908216443754,-0.33778221709404643,0.10327595780122155,-0.12244897959183662,-1.7394263927975266,0.6093105951703107,1.1976911976911977,0.8622103328657335,0.7771702402162561,-1.4055305152880981,-0.4524959702963759,-0.692071377214197,0.34772917247144053,-0.35723878592532915,-1.6666666666666667
CUST-001012,1,0.6931471805599453,6,1.9459101490553132,845.06,105.6325,6.740590279077193,4.669388343314656,0.4888,6,2.75,38.41181818181818,1.25,0.0119,0.0,0.25,0.3,0,0,20,0.040733,2,0.25,0,491,16.4,32,0.0379,3.0,0,0,5,2,3,10,3.25,Budget,-2.210678797688733,-0.5000000000000002,-0.20134978250021118,0.1651754510162837,-0.10040126061274039,-0.8028872848417545,0.09183673469387764,0.24751529770969471,-0.07616382439628881,-0.02020202020202018,-0.6086190584934591,1.4698654543220502,-0.6746254111341209,-0.07749260711429198,-0.03843388456761877,-0.4959598774031764,-0.39054525919957034,-1.3333333333333333
CUST-001013,59,4.0943445622221,35,3.58351893845611,4710.21,104.67133333333334,8.45770005422957,4.660333648271823,2.4862,251,2.6,40.25820512820513,2.111111111111111,0.0212,0.0222222222222222,0.1333333333333333,0.3462,13,8,79,0.145488,5,0.1111,0,543,18.1,203,0.0431,9.0,1,0,3,5,4,12,4.05,Standard,0.1399693186003258,0.6812850396923539,0.5544437662365136,0.15209519949875244,1.2755265469199373,-0.5308162132148806,0.01530612244897972,0.5094217547597149,0.39605188686070203,0.5165945165945166,-0.4125084729789002,0.5000921545739391,-0.5620660250944084,0.9474096160102145,-0.4015948754820576,-0.43800501532460295,-0.33467633628793997,0.6666666666666666
CUST-001014,57,4.060443010546419,15,2.772588722239781,2221.63,105.79190476190476,7.706446458365843,4.670882125543766,2.5403,168,2.62,40.39327272727273,2.142857142857143,0.0171,0.0476190476190476,0.1428571428571428,0.5,18,7,93,0.375,9,0.4286,0,248,8.3,208,0.0936,6.0,1,0,3,3,3,9,3.0,Standard,0.11653915279596078,0.09632253897119772,0.2237761354097743,0.16733334227344335,1.3127938415967757,-0.6229872293170461,0.02551020408163279,0.5285808353648238,0.4134607610084251,0.27994227994227994,-0.18838208953368976,0.5792573219003152,-0.18735534169813609,3.192909678381955,0.42852474017909664,-0.7667874059626637,0.20789685737308616,-0.3333333333333333
CUST-001015,78,4.3694478524670215,17,2.8903717578961645,3004.55,120.182,8.008215858507864,4.797293547754307,5.3957,175,3.4,35.34764705882353,2.2,0.0187,0.08,0.12,0.4783,11,7,84,0.604317,13,0.52,0,139,4.6,493,0.1641,5.0,0,1,2,4,4,10,3.4,At-Risk,0.3300997222298616,0.18128503969235385,0.3566012867972279,0.3499450359175591,3.2797630323591704,-0.6152137701277068,0.42346938775510207,-0.1871315157271687,0.44479673447432694,0.37229437229437234,0.09737904935895361,0.3892609203170123,-0.2402241442319404,5.436501899280646,0.6674946074906857,-0.8882697130119811,0.9653505237711523,-0.6666666666666666
CUST-001016,45,3.828641396489095,11,2.4849066497880004,1968.9,109.38333333333333,7.58573805902231,4.703959156262878,0.5573,716,2.44,44.74772727272727,1.9444444444444444,0.0127,0.1111111111111111,0.2222222222222222,0.9167,11,5,62,0.063983,5,0.2778,0,969,32.3,195,0.099,6.0,1,1,3,3,3,9,3.0,Standard,-0.04366443620313722,-0.1111962106682241,0.17064579346988132,0.2151158329274554,-0.053214390273304914,-0.014436424208772903,-0.06632653061224485,1.1462518845547187,0.30465529758515536,0.025974025974025917,0.37193386907933623,1.2389670496201188,0.8278718479717381,0.14998079928773916,0.0342506046146807,0.03677904708832544,0.265914585012087,-0.3333333333333333
CUST-001017,88,4.48863636973214,10,2.3978952727983707,525.5600000000001,43.796666666666674,6.26636528519503,3.802133731890863,0.2609,1099,1.17,37.540000000000006,0.4166666666666667,0.0033,0.0,0.0833333333333333,0.7222,4,6,60,0.043478,4,0.3333,0,1380,46.0,57,0.1085,5.0,0,0,1,2,2,5,1.7,Churned,0.41247373119008773,-0.17396165171015351,-0.41008203492364537,-1.0876451457569976,-0.2573923226617527,0.410882842865075,-0.7142857142857143,0.1238495560088027,-0.5331467707740218,-0.5165945165945166,-0.6086190584934591,0.08447502611046297,0.3540017054452429,-0.05063606945521342,0.17935812798222103,0.4948453608247423,0.36798280956218093,-0.6666666666666666
CUST-001018,9,2.302585092994046,30,3.4339872044851463,4807.82,117.26390243902438,8.47820701075806,4.772918588656153,1.2975,549,3.07,38.15730158730158,1.0975609756097562,0.0087,0.073170731707317,0.073170731707317,0.4286,14,4,74,0.078059,10,0.2439,0,948,31.6,387,0.0805,6.0,0,1,5,4,4,13,4.3,Premium,-1.0983581139363057,0.5734206941646354,0.5634699948869695,0.3147334032534916,0.45667935316100366,-0.19988895058300943,0.25510204081632654,0.21141260555152128,-0.15975826580684968,-0.20490620490620495,0.037110918200820166,0.0,-0.3613107564867827,0.28769760223462054,-0.054382639388195264,0.01337419894120925,0.06715014773032492,-0.3333333333333333
CUST-001019,68,4.23410650459726,6,1.9459101490553132,1195.62,108.69272727272728,7.087256194839319,4.697683068572328,0.3347,122,3.18,34.16057142857143,1.818181818181818,0.0212,0.1818181818181818,0.0909090909090909,1.037,9,11,108,0.109533,8,0.7273,0,986,32.9,149,0.1246,6.0,0,1,2,2,3,7,2.35,Budget,0.2365621092288179,-0.5000000000000002,-0.04876322892551453,0.2060495082030836,-0.20655449739094486,-0.674069961132704,0.31122448979591855,-0.3555159235448958,0.23541545722489265,0.5165945165945166,0.9959220957165695,0.14744731830189892,1.1209647947374828,0.5956329997872024,1.209490816393228,0.05572582892170521,0.5409615901154983,-0.3333333333333333
CUST-001020,40,3.713572066704308,13,2.639057329615259,649.51,49.96230769230769,6.4777566706245615,3.931086294624545,0.3424,1253,1.38,36.083888888888886,0.0,0.0,0.0,0.0,0.3846,9,2,43,0.037752,5,0.3846,0,1139,38.0,66,0.1016,8.0,1,0,3,3,2,8,2.65,Budget,-0.12319157707405835,0.0,-0.31703717100282774,-0.9013625656802802,-0.20125027984913973,0.5818989450305386,-0.6071428571428571,-0.08269702022677175,-0.7616382439628884,-0.7070707070707071,-0.6086190584934591,-0.6082201879953303,-0.4685101717626993,-0.10665812214588141,0.3134845414732989,0.22624686542212316,0.2938490464679021,0.3333333333333333
CUST-001021,59,4.0943445622221,39,3.6888794541139363,18753.22,340.9676363636364,9.839174072741521,5.834716102069172,5.1084,452,11.4,29.90944178628389,0.9090909090909092,0.0081,0.1636363636363636,0.0363636363636363,0.5714,9,4,74,0.229102,9,0.1636,0,323,10.8,3311,0.1766,7.0,1,1,3,5,5,13,4.4,Standard,0.1399693186003258,0.7572865864148789,1.1625057352775308,1.8485872183662113,3.0818537207019467,-0.3076068850638534,4.505102040816326,-0.9585305328339028,-0.26311139336899775,-0.23953823953823958,0.8354679802955666,-0.30595318547643907,-0.013399926909489459,1.7654724720488997,-0.2643310020262762,-0.6831986625801059,1.0996508192318024,0.0
CUST-001022,74,4.31748811353631,34,3.5553480614894135,5483.3,114.23541666666668,8.60964474378115,4.746977137355515,1.1348,902,3.23,35.37612903225806,0.5208333333333334,0.0042,0.0625,0.1041666666666666,1.1667,7,4,43,0.033885,4,0.0833,0,1269,42.3,398,0.0726,5.0,0,1,2,5,5,12,4.1,At-Risk,0.294189115248076,0.6609640474436809,0.621322901041799,0.2772588437971002,0.34460192536208173,0.19211549139367018,0.3367346938775511,-0.18309140226848777,-0.4760239024768052,-0.46464646464646475,-0.05705803673376167,0.25764882963691105,1.4369594347667194,-0.1444920861268128,-0.47427936466435716,0.3711340206185567,-0.01772763900080594,-0.6666666666666666
CUST-001023,23,3.1780538303479458,14,2.70805020110221,2358.05,107.18409090909093,7.766014274604844,4.6838343214898925,2.4535,1360,2.77,38.65655737704918,0.9090909090909092,0.0097,0.1363636363636363,0.0909090909090909,0.45,16,10,88,0.327138,15,0.6818,0,269,9.0,466,0.1976,7.0,0,1,4,3,4,11,3.65,Standard,-0.49330092159976263,0.04976783677545704,0.2499951761940344,0.18604385432031562,1.2530008438527906,0.7007218212104387,0.10204081632653071,0.2822310844789067,-0.26311139336899775,-0.1471861471861472,0.594786807164062,0.14744731830189892,-0.30917285905713227,2.7246373266738253,1.090528792731551,-0.7433825578155475,1.3252753156056942,0.0
CUST-001024,35,3.58351893845611,3,1.3862943611198906,171.93,42.9825,5.1528868883378305,3.783791827531064,0.1678,1119,1.0,42.9825,0.0,0.0,0.25,0.0,0.5556,3,2,36,0.05035,5,1.25,0,715,23.8,20,0.1163,5.0,0,0,3,1,1,5,1.6,New,-0.21307437616780778,-0.9036774610288023,-0.9001845322597298,-1.114141534779682,-0.3215251347581241,0.4330927262631871,-0.8010204081632653,0.8958577719919354,-0.7616382439628884,-0.7070707070707071,1.5976250285453306,-0.6082201879953303,-0.05189426239493235,0.01659822081552882,2.5761160860186942,-0.24630816383393703,0.4517861939296266,-0.6666666666666666
CUST-001025,4,1.6094379124341003,1,0.6931471805599453,198.29,99.145,5.29476105034526,4.606619135753196,0.0977,839,3.0,33.04833333333334,2.5,0.0207,0.0,0.5,0.25,3,0,17,0.027687,1,0.5,0,614,20.5,29,0.1463,5.0,0,1,5,1,1,7,2.2,New,-1.5774085574886445,-1.4036774610288023,-0.8377379852018234,0.07450016945504488,-0.36981418017118145,0.12215435868961688,0.2193877551020409,-0.5132847701509108,0.6093105951703107,0.4877344877344877,-0.6086190584934591,3.5479510966394305,-0.796442928493117,-0.20513209356250264,0.6152036080789595,-0.3588743382557816,0.7741069030351868,-0.6666666666666666
CUST-001026,3,1.3862943611198906,16,2.833213344056216,2392.43,108.74681818181816,7.780482762530652,4.698176060025389,1.5827,837,2.82,38.58758064516129,1.5909090909090908,0.0191,0.0454545454545454,0.0909090909090909,0.4333,12,6,108,0.258993,13,0.5909,0,417,13.9,288,0.1204,7.0,0,1,5,3,4,12,3.95,Standard,-1.7316283541363948,0.14005395959636754,0.2563635458769398,0.206761674893572,0.6531420600340985,0.11993337034980567,0.12755102040816327,0.2724468669815949,0.11078374457642011,0.3953823953823953,-0.20748376994095236,0.14744731830189892,-0.34985990985503695,2.057920110361291,0.8528662004052552,-0.5784341042073001,0.4958366908407197,0.0
CUST-001027,65,4.189654742026425,3,1.3862943611198906,198.48,49.62,5.295713980677922,3.9243467551169777,0.3625,129,1.0,49.62,0.0,0.0,0.25,0.0,0.3,6,4,58,0.175227,9,2.25,0,331,11.0,41,0.2066,8.0,1,1,2,1,1,4,1.3,New,0.20584044264274157,-0.9036774610288023,-0.8373185486531276,-0.9110983846619579,-0.18740420548676523,-0.6662965019433648,-0.8010204081632653,1.8373744524858342,-0.7616382439628884,-0.7070707070707071,1.5976250285453306,-0.6082201879953303,-0.6746254111341209,1.2383701163538705,5.190666056605007,-0.674282529952633,1.4219715283373624,0.3333333333333333
CUST-001028,40,3.713572066704308,15,2.772588722239781,967.22,50.90631578947369,6.875459334181316,3.9494404742800486,0.647,975,1.26,40.30083333333334,0.0,0.0,0.0,0.1578947368421052,0.8333,5,2,43,0.048808,6,0.3158,0,881,29.4,28,0.0289,6.0,0,1,3,3,3,9,3.0,Standard,-0.12319157707405835,0.09632253897119772,-0.14198656458196948,-0.8748484439836061,0.008576299791620074,0.27318156579677955,-0.6683673469387754,0.5154684841288637,-0.7616382439628884,-0.7070707070707071,-0.6086190584934591,0.7042549545209095,0.6246802290169327,0.0015115974748005443,0.13360350349696068,-0.061298411813875735,-0.48724147193123846,-0.3333333333333333
CUST-001029,70,4.2626798770413155,67,4.219507705176107,30771.51,349.67625,10.33437703794987,5.859863433153456,1.7199,1167,10.78,32.42519494204426,1.9886363636363635,0.0177,0.0795454545454545,0.1136363636363636,0.6094,49,19,276,0.179805,36,0.4091,0,1535,51.2,3926,0.1276,8.0,0,0,2,5,5,12,4.1,At-Risk,0.25630984409236224,1.1400539595963677,1.3804715356216322,1.8849146058730304,0.7476535725971721,0.4863964464186563,4.188775510204081,-0.6016757591761168,0.3288892417112472,0.31457431457431456,0.09336769647342816,0.33636419487620606,0.07918138628334773,1.283160363859612,0.37754101575266363,0.6675954304820284,0.5731936610260541,0.3333333333333333
CUST-001030,11,2.4849066497880004,5,1.791759469228055,299.9,42.84285714285714,5.706777983635999,3.780611812570377,0.1264,537,1.29,33.32222222222222,5.0,0.0314,0.1428571428571428,0.1428571428571428,0.5,5,4,47,0.028296,9,1.2857,0,1661,55.4,12,0.04,6.0,0,1,5,2,1,8,2.55,Budget,-0.9723513651521011,-0.6111962106682242,-0.6563868889250598,-1.118735327869182,-0.3500439147880895,-0.21321488062187674,-0.6530612244897959,-0.47443415508637987,1.9802594343035098,1.105339105339105,0.6520918483858488,0.5792573219003152,-0.18735534169813609,-0.1991737578851333,2.6694555199686256,0.8080245193647255,-0.36798280956218116,-0.3333333333333333
CUST-001031,58,4.07753744390572,38,3.6635616461296463,5419.54,110.60285714285716,8.597950720467164,4.714946651257999,30.0,130,2.94,37.63569444444445,2.2448979591836733,0.0225,0.0408163265306122,0.0816326530612244,0.5312,20,8,112,2.285714,18,0.3673,0,49,1.6,204,0.0376,6.0,0,1,3,5,5,13,4.4,Standard,0.12835352081579957,0.7390236484023219,0.6161757243688907,0.23098817290179283,20.228666884805477,-0.6651860077734592,0.1887755102040817,0.13742362993347876,0.4694178564832495,0.5916305916305915,-0.24841594224222852,0.07033838908789528,-0.11134121086612243,21.886957946771226,0.26825282698215575,-0.9885762050710505,-0.39376846629062595,-0.3333333333333333
CUST-001032,83,4.430816798843313,78,4.3694478524670215,37487.84,350.3536448598131,10.531798567666835,5.861793251456073,1.7863,1034,10.34,33.89497287522604,1.588785046728972,0.0151,0.102803738317757,0.0747663551401869,0.5667,18,11,115,0.063996,13,0.1215,0,1797,59.9,1195,0.0319,9.0,1,1,2,5,5,12,4.1,At-Risk,0.37251325546843445,1.2482129130597492,1.4673675050587498,1.8877023870917198,0.7933938381524789,0.3387007218212104,3.964285714285714,-0.39319057036820804,0.10961896221521945,0.1645021645021645,0.2986215006626787,0.013263368585568414,-0.02485077354123519,0.15010798871927578,-0.37440355578796,0.9595987740317637,-0.45500940102068244,0.6666666666666666
CUST-001033,644,6.4692503167957724,1,0.6931471805599453,42.04,42.04,3.762129915853529,3.762129915853529,0.0769,0,1.0,42.04,0.0,0.0,0.0,0.0,0.0,1,0,2,0.005128,1,1.0,1,390,13.0,11,0.2617,3.0,1,1,1,1,1,3,1.0,Churned,1.78132296906811,-1.4036774610288023,-1.5123324350174188,-1.1454339473625863,-0.38414245612826553,-0.8095502498611882,-0.8010204081632653,0.7621659495639878,-0.7616382439628884,-0.7070707070707071,-0.6086190584934591,-0.6082201879953303,-1.4055305152880981,-0.42584489248824114,1.922478593372116,-0.6085260518250208,2.0139672307279075,-1.3333333333333333
CUST-001034,451,6.113682179832232,1,0.6931471805599453,56.65,56.65,4.054390246715068,4.054390246715068,0.0467,0,1.0,56.65,0.0,0.0,0.0,0.0,0.0,2,4,16,0.024883,4,4.0,0,643,21.4,0,0.0,1.0,0,1,1,1,1,3,1.0,Churned,1.5355814029149288,-1.4036774610288023,-1.3836927430110006,-0.7232398681382711,-0.40494601064287794,-0.8095502498611882,-0.8010204081632653,2.8345665073064916,-0.7616382439628884,-0.7070707070707071,-0.6086190584934591,-0.6082201879953303,-1.4055305152880981,-0.2325658755647089,9.766128505131054,-0.3265533574811925,-0.7977437550362613,-2.0
CUST-001035,97,4.584967478670572,6,1.9459101490553132,967.22,87.92909090909092,6.875459334181316,4.487839320814498,0.2423,437,2.64,33.35241379310345,3.1818181818181817,0.0313,0.0909090909090909,0.0909090909090909,0.25,4,1,13,0.009545,1,0.0909,1,1362,45.4,64,0.0662,6.0,0,1,1,2,3,6,2.05,Churned,0.47905044355233883,-0.5000000000000002,-0.14198656458196948,-0.0970870399710481,-0.27020510789260677,-0.3242642976124375,0.03571428571428586,-0.4701515384995639,0.9832057331157286,1.0995670995670996,0.19365151861155525,0.14744731830189892,-0.796442928493117,-0.3826298371730682,-0.4544087848879012,0.47478406241292836,-0.08648939027665878,-0.3333333333333333
CUST-001036,46,3.8501476017100584,40,3.713572066704308,5532.97,112.9177551020408,8.618660739298567,4.735476741553427,1.0962,406,2.86,39.52121428571429,2.0408163265306123,0.0169,0.0612244897959183,0.0408163265306122,0.6875,8,3,69,0.051454,11,0.2245,0,1341,44.7,144,0.026,7.0,1,1,3,5,5,13,4.4,Standard,-0.028800988094025103,0.7750985412802398,0.6252913318003385,0.2606455764334978,0.3180119517109546,-0.3586896168795114,0.1479591836734694,0.4048810132792812,0.35750366553360075,0.26839826839826825,-0.06831438411661327,-0.26894089945371746,0.2694603483980997,0.027399538693715596,-0.10510490881756973,0.4513792142658122,-0.5183991404781093,0.0
CUST-001037,58,4.07753744390572,37,3.6375861597263857,16289.16,339.3575,9.698316523524529,5.829996535790436,1.1348,1320,10.85,31.26518234165067,1.875,0.0178,0.0625,0.0833333333333333,0.5556,14,11,128,0.100867,18,0.375,0,1269,42.3,5314,0.3262,9.0,1,1,3,5,5,13,4.4,Standard,0.12835352081579957,0.7202862956929905,1.1005066548869824,1.8417694168071865,0.34460192536208173,0.6563020544142143,4.224489795918367,-0.7662213279676294,0.266573385387011,0.3203463203463203,-0.05705803673376167,0.08447502611046297,-0.05189426239493235,0.5108465679644065,0.2883848617556703,0.3711340206185567,2.706956755304862,0.6666666666666666
CUST-001038,15,2.772588722239781,1,0.6931471805599453,85.55,85.55,4.4607222816222185,4.4607222816222185,0.0172,0,2.0,42.775,0.0,0.0,0.0,0.0,2.0,3,2,20,0.011488,2,2.0,0,1741,58.0,5,0.0584,5.0,0,1,4,1,1,6,1.9,New,-0.7735274670317177,-1.4036774610288023,-1.2048438801882158,-0.1362598328003901,-0.42526736356278083,-0.8095502498611882,-0.2908163265306122,0.866424293844668,-0.7616382439628884,-0.7070707070707071,-0.6086190584934591,-0.6082201879953303,3.4671701790717497,-0.36361990905955655,4.537028563958429,0.8971858456394539,-0.17029277464410433,-0.6666666666666666
